公开号,申请号,标题,申请日,公开日,授权公告日,国际分类,国际主分类,美国分类,美国主分类,权利要求数,申请人,标准化申请人,发明人,第一发明人,本文引用专利数,引用本文专利数,本文自引用专利数,本文非自引用专利数,自引用本文专利数,非自引用本文专利数,法律状态,同族专利数,技术特征
"CN1313404A","CN00111984.2","生物芯片检测中的分子放大","20000310","20010919",,"C12Q  1/68","C12Q","","","6","中国科学院上海原子核研究所","中国科学院","李民乾 | 李宾 | 周志东","李民乾","1","2","1","0","0","2","撤回","0","14",
"CN2447791Y","CN00244684.7","原位生物芯片","20001016","20010912","20010912","G01N 33/53","G01N","","","7","莫志宏 | 薛永新 | 靳萍","莫志宏 | 薛永新 | 靳萍","莫志宏 | 薛永新 | 靳萍","莫志宏","0","1","0","0","0","1","无效","0","20",
"CN1311436A","CN00119444.5","旋转平台上的生物芯片荧光图象的读取","20000711","20010905",,"G01N 33/52 | G01N 21/64 | G02B 27/00","G01N","G01N21/6452 | G01N21/6454","G01N21","24","上海和泰光电科技有限公司","上海和泰光电科技有限公司","杭志强 | V.拉扎列夫","杭志强","0","24","0","0","0","24","撤回","3","17",
"CN1308131A","CN00129440.7","一种低密度生物芯片及其制作方法","20001222","20010815","20031022","C12Q  1/00 | C12Q  1/68","C12Q","","","11","郭占军","郭占军","郭占军 | 赵华 | 郭爱芹 | 杨焕云","郭占军","0","7","0","0","0","7","无效","1","12",
"CN2442272Y","CN00226808.6","TORCH病原体检测生物芯片","20000918","20010808","20010808","G01N 33/53 | G01N 33/569","G01N","","","5","王冰","王冰","王冰","王冰","0","7","0","0","0","7","无效","0","29",
"CN2441810Y","CN00230915.7","生物芯片及集成生物芯片","20000919","20010808","20010808","C12Q  1/68","C12Q","","","8","河南省生物技术开发中心","河南省生物技术开发中心","肖乐义 | 董建军 | 赵天增 | 韩天宝 | 郭唯 | 王时征 | 米明仁","肖乐义","0","3","0","0","0","3","无效","0","11",
"CN1302904A","CN00135717.4","高密度生物芯片的制作装置和制作方法","20001218","20010711","20040407","C12Q  1/68","C12Q","","","7","陈超","陈超","陈超","陈超","0","4","0","0","0","4","无效","1","13",
"CN2438122Y","CN00226809.4","妊娠早期致胎儿发育障碍病原体检测生物芯片","20000918","20010704","20010704","G01N 33/53 | G01N 33/569","G01N","","","5","王冰","王冰","王冰","王冰","0","1","0","0","0","1","无效","0","32",
"CN2438121Y","CN00226807.8","病毒性肝炎鉴别诊断生物芯片","20000918","20010704","20010704","G01N 33/53 | G01N 33/576","G01N","","","5","王冰 | 王梅","王冰 | 王梅","王冰 | 王梅","王冰","0","13","0","0","0","13","无效","0","31",
"CN2436510Y","CN00237760.8","一种生物芯片","20000617","20010627","20010627","C12Q  1/68","C12Q","","","5","肖乐义 | 董建军 | 赵天增","肖乐义 | 董建军 | 赵天增","肖乐义 | 董建军 | 赵天增 | 薛歧庚 | 郭唯 | 王时征 | 米明仁","肖乐义","0","0","0","0","0","0","无效","0","4",
"CN1299057A","CN99125472.4","生物芯片及其制造方法","19991206","20010613","20040107","G01N 33/50 | C12Q  1/68","G01N","","","16","晶宇生物科技实业股份有限公司","晶宇生物科技实业股份有限公司","李泔泓 | 施宇豪 | 蔡娟美 | 王意雯 | 萧** | 白启宏 | 王献煌","李泔泓","8","2","0","8","0","2","无效","1","11",
"CN2426880Y","CN00228156.2","生物芯片装置","20000517","20010418","20010418","C12Q  1/68","C12Q","","","6","郝晓勇 | 马勇","郝晓勇 | 马勇","郝晓勇","郝晓勇","0","0","0","0","0","0","无效","0","11",
"CN2420288Y","CN00232618.3","多级阵列复合生物芯片","20000424","20010221","20010221","C12Q  1/68","C12Q","","","4","华美生物工程公司","华美生物工程公司","李振勇 | 陈立炎 | 刘明霞","李振勇","0","0","0","0","0","0","无效","0","6",
"CN1281147A","CN00110881.6","制作生物芯片用的立体池式介质片","20000204","20010124","20030521","G01N 33/50 | C12M  1/40 | G01N  1/28","G01N","","","4","吴昌 | 吴明","吴昌 | 吴明","吴昌 | 吴明","吴昌","0","2","0","0","0","2","无效","1","9",
"CN1281142A","CN00110899.9","用于生物芯片质量鉴定的色点检查法","20000219","20010124","20030618","G01N 21/64 | A61B  5/04 | G01N 33/52","G01N","","","4","吴昌 | 吴明","吴昌 | 吴明","吴昌 | 吴明","吴昌","0","9","0","0","0","9","无效","1","16",
"CN2415356Y","CN99247555.4","制作生物芯片用的管式微量液体分配器","19991216","20010117","20010117","G01N  1/28 | G01N 33/50","G01N","","","6","吴昌 | 吴明","吴昌 | 吴明","吴昌 | 吴明","吴昌","0","2","0","0","0","2","无效","0","7",
"CN1280195A","CN99120439.5","一种制作生物芯片的方法","19991216","20010117","20031231","C12Q  1/68","C12Q","","","7","吴昌 | 吴明","吴昌 | 吴明","吴昌 | 吴明","吴昌","0","0","0","0","0","0","无效","1","17",
"CN1267089A","CN99120320.8","可单点选通式微电磁单元阵列芯片、电磁生物芯片及应用","19990916","20000920","20050119","G01N 33/53 | B01J 19/00 | B01L  3/00 | C12M  1/40 | C12N 15/09 | C12Q  1/68 | C40B 40/06 | C40B 60/14 | G01N 33/483 | G01N 33/543 | G01N 33/566 | G01N 35/00 | G01N 37/00 | G03F  7/004 | H01L 27/00 | C12Q  1/00","G01N","B01L3/502761 | B01J19/0046 | B01J2219/00317 | B01J2219/00468 | B01J2219/005 | B01J2219/00596 | B01J2219/00605 | B01J2219/0061 | B01J2219/00612 | B01J2219/00614 | B01J2219/00626 | B01J2219/0063 | B01J2219/00637 | B01J2219/00639 | B01J2219/00648 | B01J2219/00653 | B01J2219/00659 | B01J2219/00722 | B01L3/5025 | B01L2200/0647 | B01L2200/0668 | B01L2300/0636 | B01L2300/0645 | B01L2300/0877 | B01L2300/089 | B01L2400/043 | C40B40/06 | C40B60/14 | G01N35/0098 | Y10S436/806","B01L3","67","清华大学","清华大学","周玉祥 | 刘理天 | 陈恳 | 陈德朴 | 王佳 | 刘泽文 | 谭智敏 | 许俊泉 | 朱小山 | 贺学忠 | 谢文章 | 李志明 | 刘秀梅","周玉祥","1","29","0","1","6","23","无效","20","6",
"CN2390207Y","CN99229740.0","微流体生物芯片检测分析板","19991027","20000802","20000802","G01N 35/00","G01N","","","6","何农跃 | 陆祖宏","何农跃 | 陆祖宏","何农跃 | 陆祖宏","何农跃","0","17","0","0","0","17","无效","0","12",
"CN2386439Y","CN99229351.0","气动式PCR微阵列探针循环检测型生物芯片","19990903","20000705","20000705","G01N 33/53","G01N","","","4","何农跃 | 陆祖宏","何农跃 | 陆祖宏","何农跃 | 陆祖宏","何农跃","0","1","0","0","0","1","无效","0","17",
"CN2386438Y","CN99229350.2","环绕式PCR微阵列探针循环检测型生物芯片","19990903","20000705","20000705","G01N 33/53","G01N","","","7","陆祖宏 | 孙阳","陆祖宏 | 孙阳","陆祖宏 | 孙阳","陆祖宏","0","0","0","0","0","0","无效","0","11",
"CN2386437Y","CN99229349.9","往复式PCR微阵列探针循环检测型生物芯片","19990903","20000705","20000705","G01N 33/53","G01N","","","5","刘全俊 | 何农跃","刘全俊 | 何农跃","刘全俊 | 何农跃","刘全俊","0","5","0","0","0","5","无效","0","22",
"CN1254845A","CN99114512.7","微流体生物芯片检测分析板及其检测方法","19991027","20000531","20030806","G01N 35/00","G01N","","","10","陆祖宏 | 赵雨杰 | 何农跃","陆祖宏 | 赵雨杰 | 何农跃","陆祖宏 | 赵雨杰 | 何农跃 | 朱纪军 | 黄宁 | 王国著","陆祖宏","0","28","0","0","0","28","无效","1","12",
"CN1248702A","CN99114416.3","PCR微阵列探针循环检测型生物芯片","19990903","20000329","20030806","G01N 33/53","G01N","","","4","何农跃 | 陆祖宏 | 朱纪军 | 刘全俊 | 陈亚利","何农跃 | 刘全俊 | 朱纪军 | 陆祖宏 | 陈亚利","何农跃 | 陆祖宏 | 朱纪军 | 刘全俊 | 陈亚利","何农跃","0","18","0","0","0","18","无效","1","23",
"CN1226446A","CN99113481.8","硅导电玻璃介质生物芯片及其制备方法","19990212","19990825","20030723","A61N  1/08","A61N","","","6","复旦大学","复旦大学","汪进 | 王世平 | 黄维宁 | 李爱珍 | 姜国宝 | 程君侠 | 周鲁卫 | 杭志强 | 毛裕民","汪进","0","2","0","0","0","2","无效","1","13",
"CN109647552B","CN201811609101.3","集成式的微阵列生物芯片及识别方法","20181227","20210928","20210928","B01L  3/00","B01L","","","6","南京祥中生物科技有限公司","南京祥中生物科技有限公司","李钟卉 | 李周敏","李钟卉","0","0","0","0","0","0","有效","0","28",
"CN113106090B","CN202110663405.3","一种生物芯片的带有复合标签序列的探针及生物芯片","20210616","20210917","20210917","C12N 15/11 | C40B 40/06","C12N","","","8","苏州拉索生物芯片科技有限公司","苏州拉索生物芯片科技有限公司","李智 | 许心意 | 刘超钧","李智","0","0","0","0","0","0","有效","0","26",
"CN109939862B","CN201910330222.2","一种生物芯片盒的表面的镀覆设备","20190423","20210917","20210917","B05B 13/02 | B05B 12/02","B05B","","","1","嘉兴卓十生物科技有限公司","嘉兴卓十生物科技有限公司","吴莉","吴莉","0","0","0","0","0","0","有效","0","91",
"CN112033932B","CN202010931465.4","一种局域表面等离子体激元共振生物芯片、其制造方法、包含其的生物传感系统及其应用","20200907","20210907","20210907","G01N 21/41 | G01N 21/552 | G02B  6/122","G01N","","","21","科竟达生物科技有限公司","科竟达生物科技有限公司","吴兆鹏","吴兆鹏","0","0","0","0","0","0","有效","0","20",
"CN110329584B","CN201910398395.8","一种生物芯片包装装置","20190514","20210824","20210824","B65B 43/18 | B65B 43/26 | B65B 35/44 | B65B  7/16","B65B","","","1","浙江麦知网络科技有限公司","浙江麦知网络科技有限公司","谢玉清","谢玉清","0","0","0","0","0","0","有效","0","107",
"CN109182457B","CN201811113199.3","制备高可再生核酸生物芯片的成套试剂及其在汞离子检测中的应用","20180925","20210824","20210824","C12Q  1/6837","C12Q","","","6","清华大学","清华大学","周小红 | 王若瑜 | 施汉昌","周小红","0","0","0","0","0","0","有效","0","24",
"CN110293598B","CN201910401807.9","一种生物芯片生产设备","20190514","20210813","20210813","B26D  3/06 | B26D  1/09 | B26D  5/08 | B26D  7/32 | B26D  7/06","B26D","","","1","郑州优铸机械有限公司","郑州优铸机械有限公司","郭德志 | 张雪萌 | 谢玉清","郭德志","0","0","0","0","0","0","有效","0","113",
"CN109609333B","CN201811191571.2","一种生物芯片及其制备方法","20181012","20210810","20210810","C40B 40/10","C40B","","","17","深圳市真迈生物科技有限公司","深圳市真迈生物科技有限公司","高锦鸿 | 赵智 | 赵陆洋 | 陈方","高锦鸿","0","0","0","0","0","0","有效","0","12",
"CN110329565B","CN201910398394.3","一种生物芯片封装设备","20190514","20210806","20210806","B65B 11/02 | B65B 61/10","B65B","","","1","上海同商新能源科技发展中心","上海同商新能源科技发展中心","谢玉清","谢玉清","0","0","0","0","0","0","有效","0","72",
"CN109234158B","CN201811167587.X","生物芯片及其制造方法、操作方法、生物检测系统","20181008","20210806","20210806","C12M  1/38 | C12M  1/00","C12M","","","14","北京京东方技术开发有限公司 | 京东方科技集团股份有限公司","京东方","吴志鸿 | 赵子健","吴志鸿","0","0","0","0","0","0","有效","0","22",
"CN112986552B","CN202110519689.9","一种检测黄曲霉毒素B1的生物芯片及其制备方法","20210513","20210730","20210730","G01N 33/53 | G01N 33/543 | C12M  1/00 | B01L  3/00 | H01L 33/36","G01N","","","4","佛山微奥云生物技术有限公司","佛山微奥云生物技术有限公司","刘晓竹 | 张志东 | 徐海 | 李俊 | 林杰","刘晓竹","0","0","0","0","0","0","有效","0","29",
"CN108220223B","CN201711492253.5","以水凝胶膜为基底的生物芯片及其制备方法","20171230","20210723","20210723","C12N  5/071 | C08J  7/04 | C09D189/00 | A61K 49/00","C12N","","","10","深圳溪谷能源科技有限公司","深圳溪谷能源科技有限公司","马名泽","马名泽","0","0","0","0","0","0","有效","0","25",
"CN109870429B","CN201910180661.X","一种多层石墨烯传感生物芯片的制备方法","20190311","20210713","20210713","G01N 21/552 | B01L  3/00","G01N","","","9","黔南民族师范学院","黔南民族师范学院","彭开美 | 戴学新 | 杨再波 | 黄德娜 | 杨艳 | 毛海立 | 邹洪涛","彭开美","0","0","0","0","0","0","有效","0","43",
"CN110208229B","CN201910410657.8","微流控生物芯片扫描信号检测装置","20190517","20210706","20210706","G01N 21/64 | B01L  3/00","G01N","","","6","清华大学天津高端装备研究院 | 清华大学","清华大学","李勇 | 孔全存 | 王志强 | 钟昊 | 佟浩 | 徐涛 | 索轶平","李勇","0","0","0","0","0","0","有效","0","44",
"CN108165517B","CN201711488605.X","以胶原蛋白膜为基底的生物芯片及其制备方法","20171230","20210608","20210608","C12N  5/00","C12N","C12N5/0062 | C12N5/0075 | C12N2513/00 | C12N2533/54","C12N5","10","深圳溪谷能源科技有限公司","深圳溪谷能源科技有限公司","马名泽","马名泽","0","0","0","0","0","0","有效","1","26",
"CN107418874B","CN201710446841.9","一种生物芯片","20170614","20210507","20210507","C12M  1/00","C12M","B01L3/5085","B01L3","7","杨华卫 | 曾冀 | 杨化莉","杨华卫 | 杨化莉 | 曾冀","杨华卫 | 曾冀 | 杨化莉","杨华卫","0","0","0","0","0","0","有效","1","14",
"CN109794308B","CN201711145747.6","一种生物芯片承载架","20171117","20210504","20210504","B01L  9/00","B01L","","","10","长春长光华大智造测序设备有限公司","长春长光华大智造测序设备有限公司","李义 | 莫成钢","李义","0","0","0","0","0","0","有效","1","12",
"CN110133240B","CN201910478747.0","一种嵌入式生物芯片匣的制作设备","20190603","20210406","20210406","G01N 33/48","G01N","G01N33/48","G01N33","1","浙江麦知网络科技有限公司","浙江麦知网络科技有限公司","朱仁强","朱仁强","0","0","0","0","0","0","有效","1","151",
"CN107502534B","CN201710670664.2","生物芯片的封装结构和封装方法","20170808","20210319","20210319","C12M  1/00 | G01N 33/68","C12M","C12Q1/6837 | G01N33/68","C12Q1","11","珠海创飞芯科技有限公司","珠海创飞芯科技有限公司","侯西亮 | 赵慢 | 王琳 | 王志刚","侯西亮","0","0","0","0","0","0","有效","1","14",
"CN107274349B","CN201710413734.6","生物芯片荧光图像倾斜角度的确定方法及装置","20170605","20210309","20210309","G06T  3/60 | G06T  7/60","G06T","G06T3/608 | G06T7/60 | G06T2207/20036","G06T3","6","新疆大学","新疆大学","郭治卿 | 贾振红","郭治卿","0","0","0","0","0","0","有效","1","19",
"CN109211653B","CN201811254313.4","一种生物芯片盒摇匀装置","20181026","20210223","20210223","G01N  1/38","G01N","G01N1/38 | G01N2001/386","G01N1","4","青岛大学附属医院","青岛大学","马湘 | 张明进 | 曲林林 | 李博文","马湘","0","0","0","0","0","0","有效","1","52",
"CN109126912B","CN201710453246.8","生物芯片及其制备方法","20170615","20210202","20210202","B01L  3/00","B01L","B01L3/5027 | B01L3/502707 | B01L2300/08 | B01L2300/0887 | B01L2300/0893 | B01L2300/12 | B01L2300/161","B01L3","18","上海微创医疗器械（集团）有限公司","上海微创医疗器械集团有限公司","王玄 | 陈陆 | 李俊菲","王玄","0","0","0","0","0","0","有效","1","13",
"CN105466892B","CN201510624657.X","具有改进的荧光信号传感特性的生物芯片制造方法以及使用此方法制造的生物芯片","20150925","20210108","20210108","G01N 21/64","G01N","G01N21/6454 | G01N2201/062 | H01L27/14621 | H01L27/14685 | H01L27/14687 | B01L3/5027 | C12Q1/6837 | G01N21/6428 | G01N21/6456 | G01N21/6458 | G01N21/6486 | G01N33/5304 | H01L27/14 | H01L27/14625","G01N21","19","光行科技株式会社","光行科技株式会社","李道永","李道永","0","0","0","0","0","0","有效","9","24",
"CN109270038B","CN201811140895.3","一种生物芯片检测装置","20180928","20210101","20210101","G01N 21/64","G01N","G01N21/6428","G01N21","11","杭州莱约科技有限公司","杭州莱约科技有限公司","相欣雨","相欣雨","0","0","0","0","0","0","有效","1","52",
"CN108585542B","CN201810328001.7","一种还原石墨烯辅助生物芯片及其应用","20180412","20201208","20201208","C03C 17/38 | G01N 21/41 | G01N 21/552","C03C","C03C17/3649 | C03C17/3642 | C03C17/38 | C03C2217/255 | C03C2218/111 | G01N21/41 | G01N21/553","C03C17","8","黔南民族师范学院","黔南民族师范学院","彭开美 | 戴学新 | 杨再波 | 黄德娜 | 杨艳","彭开美","0","0","0","0","0","0","有效","1","45",
"CN108469515B","CN201810201387.5","一种热稳定性生物芯片及其制备方法","20180312","20201113","20201113","G01N 33/50 | C08F299/02","G01N","C08F299/026 | G01N33/50","C08F299","5","黔南民族师范学院","黔南民族师范学院","彭开美 | 杨再波 | 戴学新 | 黄德娜 | 毛海立 | 邹洪涛","彭开美","0","0","0","0","0","0","有效","1","37",
"CN108430637B","CN201680072307.X","生物芯片用立柱结构体","20161212","20201030","20201030","B01L  3/00 | G01N 33/50","B01L","B01J19/0046 | B01J2219/00387 | B01J2219/0047 | B01J2219/00509 | B01L3/5085 | B01L3/5088 | B01L2200/025 | B01L2200/0684 | B01L2300/0819 | B01L2300/0848 | C40B60/12 | B01L3/50 | B01L2300/0893 | G01N33/50","B01J19","4","MBD株式会社 | 社会福祉法人三星生命公益财团","mbd株式会社 | 社会福祉法人三星生命公益财团","李敦珵 | 宋濠井 | 李东佑 | 南都铉","李敦珵","0","0","0","0","0","0","有效","8","18",
"CN110452807B","CN201910623229.3","一种向细胞递送目标分子的生物芯片及其制备方法和应用","20190710","20200925","20200925","C12M  1/34 | A61M 37/00 | C12M  1/00 | C12N 15/90","C12M","A61M37/00 | A61M2037/0007 | C12N15/907 | C12Q1/6837","A61M37","26","北京航空航天大学","北京航空航天大学","常凌乾 | 郝永存 | 常洪龙","常凌乾","0","0","0","0","0","0","有效","1","26",
"CN109358189B","CN201811136983.6","一种生物芯片及其微量定量取样方法","20180928","20200911","20200911","G01N 33/50 | G01N  1/14 | G01N  1/40 | G01N 21/84","G01N","G01N33/50 | G01N1/14 | G01N1/4077 | G01N21/84 | G01N2001/1445 | G01N2001/4088 | G01N2021/8416","G01N33","9","湖南乐准智芯生物科技有限公司","湖南乐准智芯生物科技有限公司","邬鹏程 | 周孝祥 | 杨恒伟","邬鹏程","0","0","0","0","0","0","有效","4","20",
"CN107238790B","CN201710388109.0","基于编码译码的数字微流控生物芯片在线测试结构及方法","20170527","20200911","20200911","G01R 31/28","G01R","G01R31/282 | G01R31/281 | G01R31/2851","G01R31","1","哈尔滨工业大学（威海）","哈尔滨工业大学","邓立宝 | 孙宁 | 任涛 | 张莉莉 | 王华鹏 | 周长波","邓立宝","0","0","0","0","0","0","有效","1","40",
"CN107966522B","CN201610914517.0","生物芯片的滴定模块及其滴定测试设备","20161020","20200908","20200908","G01N 31/16","G01N","G01N31/16","G01N31","11","京元电子股份有限公司","京元电子股份有限公司","刘光祥 | 吕杰文 | 周锡华 | 简世展","刘光祥","2","0","0","2","0","0","有效","1","19",
"CN106198955B","CN201510220789.6","一种可扩宽免疫检测范围的生物芯片","20150504","20200804","20200804","G01N 33/543","G01N","","","7","中国科学院理化技术研究所 | 东莞博识生物科技有限公司","中国科学院 | 东莞博识生物科技有限公司","高云华 | 霍卫松 | 石西增","高云华","3","0","0","3","0","0","有效","1","40",
"CN107807232B","CN201610812493.8","生物芯片的测试模块及其测试设备","20160909","20200526","20200526","G01N 33/50","G01N","G01N33/50","G01N33","19","京元电子股份有限公司","京元电子股份有限公司","吕杰文 | 简世展 | 周锡华","吕杰文","1","0","0","1","0","0","有效","1","12",
"CN109159596B","CN201811040015.5","一种架空型生物芯片载物台","20180906","20200424","20200424","B44B  1/06","B44B","B44B1/06","B44B1","3","重庆科技学院","重庆科技学院","徐文峰 | 廖晓玲 | 徐紫宸","徐文峰","0","0","0","0","0","0","有效","1","50",
"CN109108473B","CN201811040014.0","一种架空型生物芯片载物台的使用方法","20180906","20200331","20200331","B23K 26/362 | B23K 26/70","B23K","B23K26/362 | B23K26/361 | B23K26/70 | B23K26/702","B23K26","3","重庆科技学院","重庆科技学院","徐文峰 | 廖晓玲 | 黄秋红","徐文峰","0","0","0","0","0","0","有效","1","71",
"CN107491598B","CN201710633076.1","大规模微流控生物芯片快速布线方法及设备","20170728","20200211","20200211","G06F 30/392","G06F","G06F30/392","G06F30","8","清华大学","清华大学","姚海龙 | 李奕昕 | 翁家翌","姚海龙","0","0","0","0","0","0","有效","1","32",
"CN107727618B","CN201710784214.6","生物芯片和特异性切割位点DNA序列检测汞离子的方法","20170904","20191231","20191231","G01N 21/64","G01N","G01N21/643 | G01N2021/6432","G01N21","1","江苏大学","江苏大学","高力 | 夏妮 | 施海峰 | 周阳 | 张春霞 | 时海霞","高力","0","0","0","0","0","0","有效","1","55",
"CN105637364B","CN201480055930.5","生物芯片保持件、生物芯片保持件的制造方法、生物芯片按压件及生物芯片保持件套装","20141119","20191231","20191231","G01N 33/53 | C12M  1/00 | G01N 35/02 | G01N 37/00","G01N","B01L9/52 | B01L3/5085 | B01L2200/02 | B01L2200/025 | B01L2200/12 | B01L2300/0618 | B01L2300/0636 | B01L2300/0829 | B01L2300/0851 | B01L2300/0887 | B01L2300/0893","B01L9","6","三菱化学株式会社","三菱株式会社","外川直之","外川直之","0","0","0","0","0","0","无效","8","11",
"CN107233941B","CN201710271597.7","一种多重近红外荧光增强生物芯片筛选循环肿瘤细胞方法","20170424","20191126","20191126","B01L  3/00 | G01N  1/40 | G01N 21/64 | G01N 33/543 | G01N 33/574","B01L","B01L3/502761 | B01L2200/0668 | B01L2200/12 | B01L2300/0877 | B01L2400/043 | C12N5/0081 | C12N5/0693 | C12N2521/00 | C12N2529/10 | G01N21/648 | G01N1/405 | G01N21/64 | G01N33/54326 | G01N33/56966 | G01N33/574 | G01N33/57492","B01L3","9","深圳无微华斯生物科技有限公司 | 纳达生物科技公司","深圳无微华斯生物科技有限公司 | 纳达生物科技公司","王国新 | 廖滔 | 钱昆 | 唐梅杰","王国新","0","0","0","0","0","0","有效","2","17",
"CN106191260B","CN201610564676.2","一种生物芯片基底","20160718","20191018","20191018","C12Q  1/6837 | B82Y 30/00 | C03C 17/42","C12Q","B82Y30/00 | C12Q1/6837 | C03C17/006 | C03C17/42 | C03C2217/42","B82Y30","5","中南大学","中南大学","刘正春 | 李文佳 | 石环环 | 董波","刘正春","0","0","0","0","0","0","有效","1","24",
"CN105372232B","CN201510498490.7","一种包括侧面发光型发光器件的生物芯片及其制造方法","20150813","20191011","20191011","G01N 21/76 | G01N 21/64","G01N","G01N21/6428 | G01N21/6454 | G01N33/52 | G01N21/6452 | G01N21/6456 | G01N21/75 | G01N33/00 | G01N2201/062 | H01L31/125 | H01L31/18","G01N21","15","光行科技株式会社","光行科技株式会社","李道永 | 全寅均","李道永","0","0","0","0","0","0","有效","7","13",
"CN107583918B","CN201710740483.2","一种半自动生物芯片清洗装置","20170825","20190820","20190820","B08B  9/027 | B08B  9/035 | B08B 11/00 | B08B 11/02 | B08B 13/00","B08B","","","9","博奥生物集团有限公司","清华大学","郭洪菊 | 林霄 | 庄斌 | 王磊 | 李宝连 | 邢婉丽 | 程京","郭洪菊","0","0","0","0","0","0","有效","1","33",
"CN108503565B","CN201810301488.X","一种生物芯片基片，其制备方法及应用","20180404","20190809","20190809","C07C315/04 | C07C317/18 | C12Q  1/6837 | G01N 21/64","C07C","C07C315/04 | C07C317/18 | C12Q1/6837 | G01N21/6486 | C12Q2565/501 | G01N33/54353 | G01N21/6428 | G01N2021/6439","C07C315","5","大连理工大学","大连理工大学","程昉 | 冯前程 | 何炜 | 孙冰冰 | 曲景平","程昉","0","0","0","0","0","0","有效","3","18",
"CN107446807B","CN201710619866.4","集成式太赫兹超结构纳米生物芯片及其应用和方法","20170726","20190806","20190806","C12M  1/34 | C12M  1/00 | C12M  1/12 | C12Q  1/02 | G01N 21/3581","C12M","C12M23/16 | C12M33/14 | C12M41/36 | C12M47/04 | G01N21/3581 | G01N33/5005","C12M23","4","中国人民解放军陆军军医大学第一附属医院","中国人民解放军第三军医大学","杨柯 | 府伟灵 | 杨翔","杨柯","0","0","0","0","0","0","有效","1","37",
"CN109759160B","CN201910286996.X","一种生物芯片用试剂定量加入方法及系统","20190411","20190730","20190730","B01L  3/02","B01L","","","10","湖南乐准智芯生物科技有限公司","湖南乐准智芯生物科技有限公司","邬鹏程 | 陈明 | 黄常青","邬鹏程","2","0","0","2","0","0","有效","1","13",
"CN107389933B","CN201710446886.6","一种生物芯片","20170614","20190723","20190723","G01N 33/569 | G01N 33/574","G01N","G01N33/5695 | G01N33/56983 | G01N33/57438 | G01N2333/35","G01N33","4","杨华卫 | 曾冀 | 杨化莉","杨华卫 | 杨化莉 | 曾冀","杨华卫 | 曾冀 | 杨化莉","杨华卫","0","0","0","0","0","0","有效","3","13",
"CN106544272B","CN201611058413.0","一种用于剪切力实验的生物芯片的使用方法","20161127","20190723","20190723","C12M  3/04 | C12M  3/00","C12M","C12M23/16 | C12M35/04","C12M23","2","重庆科技学院","重庆科技学院","廖晓玲 | 徐文峰 | 解文月 | 罗贤","廖晓玲","0","0","0","0","0","0","有效","1","56",
"CN107703199B","CN201710792430.5","集传感器及发光器为一体的高度集成型生物芯片及方法","20170905","20190716","20190716","G01N 27/414 | G01N 27/416","G01N","G01N27/4145 | G01N27/416","G01N27","10","中山大学","中山大学","张佰君 | 黄德佳 | 邢洁莹","张佰君","0","0","0","0","0","0","有效","1","27",
"CN107706288B","CN201710861934.8","集光电极与微电极为一体的集成式生物芯片及制备方法","20170921","20190705","20190705","H01L 33/50 | G01N 21/63 | G01N 27/26 | H01L 33/52 | H01L 33/62","H01L","G01N21/63 | G01N27/26 | H01L33/502 | H01L33/52 | H01L33/62","G01N21","7","中山大学","中山大学","张佰君 | 侯雅倩 | 梁捷智","张佰君","0","0","0","0","0","0","有效","1","46",
"CN104931688B","CN201510222096.0","一种微结构光纤生物芯片及其制作方法","20150430","20190517","20190517","G01N 33/543 | C12M  1/34","G01N","C12Q1/6837 | G01N33/54326 | G01N33/54346","C12Q1","4","南开大学","南开大学","周文远 | 晏敏 | 李志莉 | 刘艳格 | 田建国","周文远","0","0","0","0","0","0","有效","1","12",
"CN107132345B","CN201710479474.2","一种生物芯片阅读仪","20170622","20190322","20190322","G01N 33/53 | B08B  3/04 | B08B 13/00 | G01N  1/28 | G01N  1/44","G01N","B08B3/04 | B08B13/00 | G01N33/53 | G01N1/28 | G01N1/44","B08B3","9","中山和芯生物技术有限公司","中山和芯生物技术有限公司","艾平发 | 胡楠 | 李涛 | 黎稳","艾平发","0","0","0","0","0","0","有效","1","33",
"CN105973682B","CN201610264049.7","样本分离装置及分离方法、生物芯片及其应用方法","20160426","20190222","20190222","G01N  1/34 | B01L  3/00","G01N","B01L3/5027 | B01L2300/08 | G01N1/34","B01L3","8","武汉格蓝丽富科技有限公司","武汉格蓝丽富科技有限公司","邓亚光 | 张京 | 邓伟平 | 邓江平","邓亚光","1","0","0","1","0","0","有效","1","18",
"CN105181699B","CN201510632280.2","一种船载海上/车载陆地生物芯片检测系统","20150929","20190222","20190222","G01N 21/84","G01N","","","7","浙江正力安拓生物科技有限公司","浙江正力安拓生物科技有限公司","苏秀榕 | 周君 | 李太武 | 张春丹 | 李晔","苏秀榕","0","0","0","0","0","0","有效","1","65",
"CN104272112B","CN201280068312.5","用于帮助诊断中风的基于生物标记的方法和生物芯片","20121203","20190219","20190219","G01N 33/68","G01N","C12Q1/6883 | C12Q2600/158 | G01N33/6893 | G01N2333/4737 | G01N2333/5412 | G01N2333/70525 | G01N2333/70542 | G01N2333/70564 | G01N2333/7151 | G01N2800/2871 | G01N2800/60 | G01N33/6863 | G01N33/6842 | G01N2333/70503 | G01N2333/70578 | G01N2800/32","C12Q1","3","兰多士实验有限公司","兰多士实验有限公司","J·莱蒙特 | I·迈克耐尔 | P·菲茨杰拉德","J·莱蒙特","5","0","0","5","0","0","有效","16","6",
